article_id,label,label_text
195,3,Sci/Tech
196,3,Sci/Tech
197,3,Sci/Tech
198,3,Sci/Tech
199,3,Sci/Tech
200,3,Sci/Tech
201,3,Sci/Tech
202,3,Sci/Tech
203,3,Sci/Tech
204,3,Sci/Tech
205,3,Sci/Tech
206,3,Sci/Tech
207,3,Sci/Tech
208,3,Sci/Tech
209,3,Sci/Tech
210,3,Sci/Tech
211,3,Sci/Tech
212,3,Sci/Tech
213,3,Sci/Tech
214,3,Sci/Tech
215,3,Sci/Tech
216,3,Sci/Tech
217,3,Sci/Tech
218,3,Sci/Tech
219,3,Sci/Tech
220,3,Sci/Tech
221,3,Sci/Tech
222,3,Sci/Tech
223,3,Sci/Tech
224,3,Sci/Tech
225,3,Sci/Tech
226,3,Sci/Tech
227,3,Sci/Tech
228,3,Sci/Tech
229,3,Sci/Tech
230,3,Sci/Tech
231,3,Sci/Tech
232,3,Sci/Tech
233,3,Sci/Tech
234,3,Sci/Tech
235,3,Sci/Tech
236,3,Sci/Tech
237,3,Sci/Tech
238,3,Sci/Tech
239,3,Sci/Tech
240,3,Sci/Tech
241,3,Sci/Tech
242,3,Sci/Tech
243,3,Sci/Tech
244,3,Sci/Tech
245,3,Sci/Tech
246,3,Sci/Tech
247,3,Sci/Tech
248,3,Sci/Tech
249,3,Sci/Tech
250,3,Sci/Tech
251,3,Sci/Tech
252,3,Sci/Tech
253,3,Sci/Tech
254,3,Sci/Tech
255,3,Sci/Tech
256,3,Sci/Tech
257,3,Sci/Tech
258,3,Sci/Tech
259,3,Sci/Tech
260,3,Sci/Tech
261,3,Sci/Tech
262,3,Sci/Tech
263,3,Sci/Tech
264,3,Sci/Tech
265,3,Sci/Tech
266,3,Sci/Tech
267,3,Sci/Tech
268,3,Sci/Tech
269,3,Sci/Tech
270,3,Sci/Tech
271,3,Sci/Tech
272,3,Sci/Tech
273,3,Sci/Tech
274,3,Sci/Tech
275,3,Sci/Tech
276,3,Sci/Tech
277,3,Sci/Tech
278,3,Sci/Tech
279,3,Sci/Tech
280,3,Sci/Tech
281,3,Sci/Tech
282,3,Sci/Tech
283,3,Sci/Tech
284,3,Sci/Tech
285,3,Sci/Tech
286,3,Sci/Tech
287,3,Sci/Tech
288,3,Sci/Tech
289,3,Sci/Tech
290,3,Sci/Tech
291,3,Sci/Tech
292,3,Sci/Tech
293,3,Sci/Tech
294,3,Sci/Tech
295,3,Sci/Tech
296,3,Sci/Tech
297,3,Sci/Tech
298,3,Sci/Tech
299,3,Sci/Tech
300,3,Sci/Tech
301,3,Sci/Tech
302,3,Sci/Tech
303,3,Sci/Tech
304,3,Sci/Tech
305,3,Sci/Tech
306,3,Sci/Tech
307,3,Sci/Tech
308,3,Sci/Tech
309,3,Sci/Tech
310,3,Sci/Tech
311,3,Sci/Tech
312,3,Sci/Tech
313,3,Sci/Tech
314,3,Sci/Tech
315,3,Sci/Tech
316,3,Sci/Tech
317,3,Sci/Tech
318,3,Sci/Tech
319,3,Sci/Tech
320,3,Sci/Tech
321,3,Sci/Tech
322,3,Sci/Tech
323,3,Sci/Tech
324,3,Sci/Tech
325,3,Sci/Tech
326,3,Sci/Tech
327,3,Sci/Tech
328,3,Sci/Tech
329,3,Sci/Tech
330,3,Sci/Tech
331,3,Sci/Tech
332,3,Sci/Tech
333,3,Sci/Tech
334,3,Sci/Tech
335,3,Sci/Tech
336,3,Sci/Tech
337,3,Sci/Tech
338,3,Sci/Tech
339,3,Sci/Tech
340,3,Sci/Tech
341,3,Sci/Tech
342,3,Sci/Tech
343,3,Sci/Tech
344,3,Sci/Tech
345,3,Sci/Tech
346,3,Sci/Tech
347,3,Sci/Tech
348,3,Sci/Tech
349,3,Sci/Tech
350,3,Sci/Tech
351,3,Sci/Tech
352,3,Sci/Tech
353,3,Sci/Tech
354,3,Sci/Tech
355,3,Sci/Tech
356,3,Sci/Tech
357,3,Sci/Tech
358,3,Sci/Tech
359,3,Sci/Tech
360,3,Sci/Tech
361,3,Sci/Tech
362,3,Sci/Tech
363,3,Sci/Tech
364,3,Sci/Tech
365,3,Sci/Tech
366,3,Sci/Tech
367,3,Sci/Tech
368,3,Sci/Tech
369,3,Sci/Tech
370,3,Sci/Tech
371,3,Sci/Tech
372,3,Sci/Tech
373,3,Sci/Tech
374,3,Sci/Tech
375,3,Sci/Tech
376,3,Sci/Tech
377,3,Sci/Tech
378,3,Sci/Tech
379,3,Sci/Tech
380,3,Sci/Tech
381,3,Sci/Tech
382,3,Sci/Tech
383,3,Sci/Tech
384,3,Sci/Tech
385,3,Sci/Tech
386,3,Sci/Tech
387,3,Sci/Tech
388,3,Sci/Tech
389,3,Sci/Tech
390,3,Sci/Tech
391,3,Sci/Tech
392,3,Sci/Tech
393,3,Sci/Tech
394,3,Sci/Tech
395,3,Sci/Tech
396,3,Sci/Tech
397,3,Sci/Tech
398,3,Sci/Tech
399,3,Sci/Tech
400,3,Sci/Tech
401,3,Sci/Tech
402,3,Sci/Tech
403,3,Sci/Tech
404,3,Sci/Tech
405,3,Sci/Tech
406,3,Sci/Tech
407,3,Sci/Tech
408,3,Sci/Tech
409,3,Sci/Tech
410,3,Sci/Tech
411,3,Sci/Tech
412,3,Sci/Tech
413,3,Sci/Tech
414,3,Sci/Tech
415,3,Sci/Tech
416,3,Sci/Tech
417,3,Sci/Tech
418,3,Sci/Tech
419,3,Sci/Tech
420,3,Sci/Tech
421,3,Sci/Tech
422,3,Sci/Tech
423,3,Sci/Tech
424,3,Sci/Tech
425,3,Sci/Tech
426,3,Sci/Tech
427,3,Sci/Tech
428,3,Sci/Tech
429,3,Sci/Tech
430,3,Sci/Tech
431,3,Sci/Tech
432,3,Sci/Tech
433,3,Sci/Tech
434,3,Sci/Tech
435,3,Sci/Tech
436,3,Sci/Tech
437,3,Sci/Tech
438,3,Sci/Tech
439,3,Sci/Tech
440,3,Sci/Tech
441,3,Sci/Tech
442,3,Sci/Tech
443,3,Sci/Tech
444,3,Sci/Tech
445,3,Sci/Tech
446,3,Sci/Tech
447,3,Sci/Tech
448,1,Sports
449,1,Sports
450,1,Sports
451,1,Sports
452,1,Sports
453,1,Sports
454,1,Sports
455,1,Sports
456,1,Sports
457,1,Sports
458,1,Sports
459,1,Sports
460,1,Sports
461,1,Sports
462,1,Sports
463,1,Sports
464,1,Sports
465,1,Sports
466,1,Sports
467,1,Sports
468,1,Sports
469,1,Sports
470,1,Sports
471,1,Sports
472,1,Sports
473,1,Sports
474,1,Sports
475,1,Sports
476,1,Sports
477,1,Sports
478,1,Sports
479,1,Sports
480,1,Sports
481,1,Sports
482,1,Sports
483,1,Sports
484,1,Sports
485,1,Sports
486,1,Sports
487,1,Sports
488,1,Sports
489,1,Sports
490,1,Sports
491,1,Sports
492,0,World
493,0,World
494,0,World
495,0,World
496,0,World
497,0,World
498,0,World
499,0,World
500,0,World
501,0,World
502,0,World
503,0,World
504,0,World
505,0,World
506,0,World
507,0,World
508,0,World
509,0,World
510,0,World
511,0,World
512,0,World
513,0,World
514,0,World
515,0,World
516,0,World
517,0,World
518,0,World
519,0,World
520,0,World
521,0,World
522,0,World
523,0,World
524,0,World
525,0,World
526,0,World
527,0,World
528,0,World
529,0,World
530,0,World
531,0,World
532,0,World
533,0,World
534,0,World
535,0,World
536,0,World
537,0,World
538,0,World
539,0,World
540,2,Business
541,2,Business
542,2,Business
543,2,Business
544,2,Business
545,2,Business
546,3,Sci/Tech
547,3,Sci/Tech
548,3,Sci/Tech
549,3,Sci/Tech
550,3,Sci/Tech
551,3,Sci/Tech
552,3,Sci/Tech
553,3,Sci/Tech
554,3,Sci/Tech
555,3,Sci/Tech
556,3,Sci/Tech
557,1,Sports
558,1,Sports
559,1,Sports
560,1,Sports
561,1,Sports
562,1,Sports
563,1,Sports
564,1,Sports
565,1,Sports
566,1,Sports
567,0,World
568,0,World
569,0,World
570,0,World
571,0,World
572,0,World
573,0,World
574,0,World
575,0,World
576,0,World
577,0,World
578,0,World
579,0,World
580,0,World
581,0,World
582,0,World
583,0,World
584,0,World
585,0,World
586,0,World
587,0,World
588,3,Sci/Tech
589,3,Sci/Tech
590,1,Sports
591,1,Sports
592,1,Sports
593,1,Sports
594,1,Sports
595,1,Sports
596,1,Sports
597,0,World
598,0,World
599,0,World
600,0,World
601,0,World
602,1,Sports
603,1,Sports
604,1,Sports
605,0,World
606,1,Sports
607,0,World
608,1,Sports
609,0,World
610,0,World
611,0,World
612,0,World
613,0,World
614,0,World
615,1,Sports
616,1,Sports
617,3,Sci/Tech
618,0,World
619,2,Business
620,1,Sports
621,0,World
622,0,World
623,0,World
624,1,Sports
625,1,Sports
626,1,Sports
627,1,Sports
628,0,World
629,1,Sports
630,0,World
631,0,World
632,1,Sports
633,1,Sports
634,0,World
635,3,Sci/Tech
636,1,Sports
637,0,World
638,0,World
639,1,Sports
640,0,World
641,1,Sports
642,1,Sports
643,0,World
644,0,World
645,1,Sports
646,1,Sports
647,1,Sports
648,1,Sports
649,1,Sports
650,1,Sports
651,1,Sports
652,0,World
653,0,World
654,2,Business
655,1,Sports
656,1,Sports
657,0,World
658,0,World
659,0,World
660,1,Sports
661,0,World
662,2,Business
663,1,Sports
664,1,Sports
665,0,World
666,2,Business
667,2,Business
668,2,Business
669,2,Business
670,2,Business
671,2,Business
672,2,Business
673,2,Business
674,1,Sports
675,1,Sports
676,1,Sports
677,0,World
678,0,World
679,0,World
680,1,Sports
681,1,Sports
682,1,Sports
683,0,World
684,0,World
685,2,Business
686,1,Sports
687,1,Sports
688,0,World
689,0,World
690,0,World
691,0,World
692,2,Business
693,3,Sci/Tech
694,1,Sports
695,2,Business
696,2,Business
697,1,Sports
698,0,World
699,0,World
700,2,Business
701,2,Business
702,0,World
703,1,Sports
704,0,World
705,0,World
706,0,World
707,2,Business
708,2,Business
709,1,Sports
710,0,World
711,3,Sci/Tech
712,3,Sci/Tech
713,3,Sci/Tech
714,1,Sports
715,1,Sports
716,0,World
717,0,World
718,0,World
719,3,Sci/Tech
720,3,Sci/Tech
721,3,Sci/Tech
722,0,World
723,0,World
724,2,Business
725,0,World
726,2,Business
727,1,Sports
728,0,World
729,0,World
730,2,Business
731,2,Business
732,0,World
733,0,World
734,0,World
735,2,Business
736,2,Business
737,2,Business
738,2,Business
739,2,Business
740,2,Business
741,1,Sports
742,1,Sports
743,1,Sports
744,1,Sports
745,1,Sports
746,1,Sports
747,1,Sports
748,1,Sports
749,0,World
750,0,World
751,0,World
752,0,World
753,0,World
754,0,World
755,3,Sci/Tech
756,3,Sci/Tech
757,0,World
758,0,World
759,3,Sci/Tech
760,0,World
761,2,Business
762,1,Sports
763,1,Sports
764,1,Sports
765,1,Sports
766,1,Sports
767,1,Sports
768,1,Sports
769,1,Sports
770,1,Sports
771,0,World
772,3,Sci/Tech
773,1,Sports
774,0,World
775,0,World
776,0,World
777,0,World
778,0,World
779,0,World
780,0,World
781,3,Sci/Tech
782,0,World
783,2,Business
784,2,Business
785,2,Business
786,3,Sci/Tech
787,0,World
788,3,Sci/Tech
789,3,Sci/Tech
790,0,World
791,2,Business
792,0,World
793,3,Sci/Tech
794,1,Sports
795,1,Sports
796,3,Sci/Tech
797,0,World
798,2,Business
799,2,Business
800,2,Business
801,2,Business
802,2,Business
803,1,Sports
804,2,Business
805,2,Business
806,3,Sci/Tech
807,3,Sci/Tech
808,3,Sci/Tech
809,3,Sci/Tech
810,3,Sci/Tech
811,1,Sports
812,1,Sports
813,1,Sports
814,0,World
815,0,World
816,2,Business
817,2,Business
818,2,Business
819,2,Business
820,2,Business
821,2,Business
822,3,Sci/Tech
823,3,Sci/Tech
824,2,Business
825,2,Business
826,3,Sci/Tech
827,3,Sci/Tech
828,0,World
829,1,Sports
830,0,World
831,3,Sci/Tech
832,3,Sci/Tech
833,3,Sci/Tech
834,0,World
835,0,World
836,0,World
837,0,World
838,0,World
839,0,World
840,2,Business
841,2,Business
842,2,Business
843,2,Business
844,3,Sci/Tech
845,3,Sci/Tech
846,0,World
847,0,World
848,0,World
849,0,World
850,2,Business
851,2,Business
852,0,World
853,0,World
854,1,Sports
855,2,Business
856,3,Sci/Tech
857,3,Sci/Tech
858,0,World
859,0,World
860,3,Sci/Tech
861,3,Sci/Tech
862,1,Sports
863,2,Business
864,0,World
865,2,Business
866,0,World
867,1,Sports
868,2,Business
869,2,Business
870,2,Business
871,3,Sci/Tech
872,3,Sci/Tech
873,2,Business
874,3,Sci/Tech
875,3,Sci/Tech
876,0,World
877,0,World
878,0,World
879,0,World
880,0,World
881,2,Business
882,2,Business
883,2,Business
884,3,Sci/Tech
885,2,Business
886,3,Sci/Tech
887,3,Sci/Tech
888,3,Sci/Tech
889,3,Sci/Tech
890,2,Business
891,2,Business
892,2,Business
893,3,Sci/Tech
894,3,Sci/Tech
895,3,Sci/Tech
896,3,Sci/Tech
897,1,Sports
898,1,Sports
899,1,Sports
900,0,World
901,0,World
902,0,World
903,0,World
904,0,World
905,0,World
906,0,World
907,0,World
908,0,World
909,0,World
910,0,World
911,0,World
912,0,World
913,2,Business
914,2,Business
915,3,Sci/Tech
916,0,World
917,2,Business
918,2,Business
919,2,Business
920,3,Sci/Tech
921,0,World
922,0,World
923,0,World
924,0,World
925,2,Business
926,3,Sci/Tech
927,3,Sci/Tech
928,3,Sci/Tech
929,0,World
930,0,World
931,2,Business
932,3,Sci/Tech
933,3,Sci/Tech
934,3,Sci/Tech
935,0,World
936,2,Business
937,3,Sci/Tech
938,3,Sci/Tech
939,0,World
940,0,World
941,2,Business
942,2,Business
943,2,Business
944,2,Business
945,2,Business
946,3,Sci/Tech
947,3,Sci/Tech
948,3,Sci/Tech
949,0,World
950,0,World
951,0,World
952,0,World
953,0,World
954,3,Sci/Tech
955,3,Sci/Tech
956,1,Sports
957,2,Business
958,2,Business
959,3,Sci/Tech
960,3,Sci/Tech
961,2,Business
962,2,Business
963,3,Sci/Tech
964,3,Sci/Tech
965,2,Business
966,2,Business
967,3,Sci/Tech
968,3,Sci/Tech
969,3,Sci/Tech
970,3,Sci/Tech
971,3,Sci/Tech
972,3,Sci/Tech
973,3,Sci/Tech
974,1,Sports
975,1,Sports
976,1,Sports
977,0,World
978,0,World
979,0,World
980,0,World
981,0,World
982,3,Sci/Tech
983,3,Sci/Tech
984,3,Sci/Tech
985,3,Sci/Tech
986,0,World
987,3,Sci/Tech
988,3,Sci/Tech
989,3,Sci/Tech
990,3,Sci/Tech
991,3,Sci/Tech
992,2,Business
993,2,Business
994,3,Sci/Tech
995,3,Sci/Tech
996,3,Sci/Tech
997,3,Sci/Tech
998,1,Sports
999,1,Sports
1000,0,World
1001,0,World
1002,0,World
1003,0,World
1004,2,Business
1005,2,Business
1006,2,Business
1007,2,Business
1008,3,Sci/Tech
1009,3,Sci/Tech
1010,0,World
1011,0,World
1012,0,World
1013,2,Business
1014,2,Business
1015,3,Sci/Tech
1016,0,World
1017,2,Business
1018,3,Sci/Tech
1019,3,Sci/Tech
1020,1,Sports
1021,0,World
1022,0,World
1023,2,Business
1024,2,Business
1025,3,Sci/Tech
1026,3,Sci/Tech
1027,1,Sports
1028,0,World
1029,0,World
1030,0,World
1031,2,Business
1032,2,Business
1033,3,Sci/Tech
1034,1,Sports
1035,1,Sports
1036,2,Business
1037,3,Sci/Tech
1038,1,Sports
1039,1,Sports
1040,1,Sports
1041,0,World
1042,0,World
1043,0,World
1044,0,World
1045,3,Sci/Tech
1046,3,Sci/Tech
1047,1,Sports
1048,1,Sports
1049,0,World
1050,3,Sci/Tech
1051,3,Sci/Tech
1052,3,Sci/Tech
1053,0,World
1054,3,Sci/Tech
1055,1,Sports
1056,1,Sports
1057,2,Business
1058,2,Business
1059,3,Sci/Tech
1060,3,Sci/Tech
1061,3,Sci/Tech
1062,3,Sci/Tech
1063,3,Sci/Tech
1064,1,Sports
1065,1,Sports
1066,0,World
1067,0,World
1068,2,Business
1069,3,Sci/Tech
1070,1,Sports
1071,0,World
1072,0,World
1073,0,World
1074,0,World
1075,0,World
1076,0,World
1077,3,Sci/Tech
1078,1,Sports
1079,0,World
1080,0,World
1081,3,Sci/Tech
1082,3,Sci/Tech
1083,3,Sci/Tech
1084,1,Sports
1085,1,Sports
1086,2,Business
1087,2,Business
1088,3,Sci/Tech
1089,1,Sports
1090,0,World
1091,0,World
1092,0,World
1093,3,Sci/Tech
1094,3,Sci/Tech
1095,3,Sci/Tech
1096,3,Sci/Tech
1097,3,Sci/Tech
1098,3,Sci/Tech
1099,3,Sci/Tech
1100,3,Sci/Tech
1101,3,Sci/Tech
1102,3,Sci/Tech
1103,3,Sci/Tech
1104,3,Sci/Tech
1105,1,Sports
1106,1,Sports
1107,1,Sports
1108,2,Business
1109,0,World
1110,0,World
1111,0,World
1112,2,Business
1113,3,Sci/Tech
1114,1,Sports
1115,1,Sports
1116,1,Sports
1117,0,World
1118,0,World
1119,0,World
1120,0,World
1121,0,World
1122,3,Sci/Tech
1123,3,Sci/Tech
1124,3,Sci/Tech
1125,3,Sci/Tech
1126,0,World
1127,2,Business
1128,3,Sci/Tech
1129,3,Sci/Tech
1130,1,Sports
1131,2,Business
1132,2,Business
1133,2,Business
1134,3,Sci/Tech
1135,3,Sci/Tech
1136,1,Sports
1137,0,World
1138,0,World
1139,1,Sports
1140,0,World
1141,0,World
1142,3,Sci/Tech
1143,0,World
1144,0,World
1145,1,Sports
1146,3,Sci/Tech
1147,2,Business
1148,3,Sci/Tech
1149,3,Sci/Tech
1150,1,Sports
1151,3,Sci/Tech
1152,3,Sci/Tech
1153,3,Sci/Tech
1154,3,Sci/Tech
1155,1,Sports
1156,3,Sci/Tech
1157,0,World
1158,0,World
1159,1,Sports
1160,1,Sports
1161,0,World
1162,3,Sci/Tech
1163,3,Sci/Tech
1164,3,Sci/Tech
1165,3,Sci/Tech
1166,1,Sports
1167,0,World
1168,0,World
1169,3,Sci/Tech
1170,3,Sci/Tech
1171,3,Sci/Tech
1172,3,Sci/Tech
1173,0,World
1174,0,World
1175,2,Business
1176,2,Business
1177,3,Sci/Tech
1178,3,Sci/Tech
1179,1,Sports
1180,1,Sports
1181,1,Sports
1182,0,World
1183,0,World
1184,0,World
1185,3,Sci/Tech
1186,0,World
1187,0,World
1188,1,Sports
1189,1,Sports
1190,0,World
1191,2,Business
1192,2,Business
1193,3,Sci/Tech
1194,3,Sci/Tech
1195,3,Sci/Tech
1196,3,Sci/Tech
1197,3,Sci/Tech
1198,1,Sports
1199,2,Business
1200,1,Sports
1201,1,Sports
1202,0,World
1203,0,World
1204,0,World
1205,0,World
1206,1,Sports
1207,0,World
1208,0,World
1209,1,Sports
1210,0,World
1211,0,World
1212,2,Business
1213,1,Sports
1214,0,World
1215,2,Business
1216,2,Business
1217,2,Business
1218,3,Sci/Tech
1219,1,Sports
1220,1,Sports
1221,1,Sports
1222,1,Sports
1223,1,Sports
1224,2,Business
1225,2,Business
1226,2,Business
1227,1,Sports
1228,0,World
1229,2,Business
1230,3,Sci/Tech
1231,3,Sci/Tech
1232,3,Sci/Tech
1233,3,Sci/Tech
1234,1,Sports
1235,0,World
1236,0,World
1237,3,Sci/Tech
1238,3,Sci/Tech
1239,3,Sci/Tech
1240,1,Sports
1241,2,Business
1242,2,Business
1243,0,World
1244,2,Business
1245,2,Business
1246,1,Sports
1247,0,World
1248,0,World
1249,0,World
1250,0,World
1251,1,Sports
1252,1,Sports
1253,2,Business
1254,2,Business
1255,3,Sci/Tech
1256,0,World
1257,2,Business
1258,0,World
1259,0,World
1260,2,Business
1261,1,Sports
1262,1,Sports
1263,3,Sci/Tech
1264,0,World
1265,3,Sci/Tech
1266,3,Sci/Tech
1267,3,Sci/Tech
1268,0,World
1269,0,World
1270,2,Business
1271,2,Business
1272,2,Business
1273,2,Business
1274,2,Business
1275,2,Business
1276,2,Business
1277,2,Business
1278,2,Business
1279,2,Business
1280,1,Sports
1281,1,Sports
1282,1,Sports
1283,1,Sports
1284,0,World
1285,0,World
1286,2,Business
1287,3,Sci/Tech
1288,3,Sci/Tech
1289,3,Sci/Tech
1290,0,World
1291,0,World
1292,0,World
1293,0,World
1294,2,Business
1295,0,World
1296,1,Sports
1297,1,Sports
1298,1,Sports
1299,1,Sports
1300,1,Sports
1301,1,Sports
1302,1,Sports
1303,1,Sports
1304,1,Sports
1305,1,Sports
1306,1,Sports
1307,0,World
1308,0,World
1309,0,World
1310,3,Sci/Tech
1311,0,World
1312,0,World
1313,3,Sci/Tech
1314,3,Sci/Tech
1315,1,Sports
1316,1,Sports
1317,0,World
1318,0,World
1319,2,Business
1320,3,Sci/Tech
1321,0,World
1322,3,Sci/Tech
1323,3,Sci/Tech
1324,1,Sports
1325,0,World
1326,0,World
1327,2,Business
1328,2,Business
1329,2,Business
1330,0,World
1331,0,World
1332,0,World
1333,2,Business
1334,2,Business
1335,3,Sci/Tech
1336,3,Sci/Tech
1337,0,World
1338,2,Business
1339,2,Business
1340,3,Sci/Tech
1341,0,World
1342,0,World
1343,0,World
1344,3,Sci/Tech
1345,3,Sci/Tech
1346,1,Sports
1347,0,World
1348,0,World
1349,2,Business
1350,3,Sci/Tech
1351,0,World
1352,3,Sci/Tech
1353,3,Sci/Tech
1354,0,World
1355,0,World
1356,0,World
1357,0,World
1358,2,Business
1359,3,Sci/Tech
1360,3,Sci/Tech
1361,3,Sci/Tech
1362,3,Sci/Tech
1363,0,World
1364,2,Business
1365,2,Business
1366,2,Business
1367,2,Business
1368,2,Business
1369,2,Business
1370,2,Business
1371,2,Business
1372,3,Sci/Tech
1373,1,Sports
1374,0,World
1375,0,World
1376,3,Sci/Tech
1377,0,World
1378,0,World
1379,0,World
1380,2,Business
1381,2,Business
1382,3,Sci/Tech
1383,3,Sci/Tech
1384,3,Sci/Tech
1385,3,Sci/Tech
1386,0,World
1387,0,World
1388,0,World
1389,0,World
1390,2,Business
1391,2,Business
1392,2,Business
1393,2,Business
1394,3,Sci/Tech
1395,0,World
1396,0,World
1397,2,Business
1398,2,Business
1399,2,Business
1400,3,Sci/Tech
1401,0,World
1402,0,World
1403,2,Business
1404,2,Business
1405,2,Business
1406,2,Business
1407,3,Sci/Tech
1408,3,Sci/Tech
1409,0,World
1410,2,Business
1411,2,Business
1412,2,Business
1413,2,Business
1414,3,Sci/Tech
1415,3,Sci/Tech
1416,3,Sci/Tech
1417,1,Sports
1418,0,World
1419,0,World
1420,0,World
1421,2,Business
1422,2,Business
1423,2,Business
1424,2,Business
1425,3,Sci/Tech
1426,3,Sci/Tech
1427,3,Sci/Tech
1428,0,World
1429,0,World
1430,0,World
1431,2,Business
1432,3,Sci/Tech
1433,0,World
1434,0,World
1435,0,World
1436,2,Business
1437,0,World
1438,2,Business
1439,2,Business
1440,3,Sci/Tech
1441,1,Sports
1442,0,World
1443,2,Business
1444,2,Business
1445,3,Sci/Tech
1446,3,Sci/Tech
1447,3,Sci/Tech
1448,3,Sci/Tech
1449,3,Sci/Tech
1450,3,Sci/Tech
1451,3,Sci/Tech
1452,0,World
1453,2,Business
1454,3,Sci/Tech
1455,3,Sci/Tech
1456,3,Sci/Tech
1457,3,Sci/Tech
1458,3,Sci/Tech
1459,3,Sci/Tech
1460,1,Sports
1461,2,Business
1462,2,Business
1463,2,Business
1464,3,Sci/Tech
1465,3,Sci/Tech
1466,0,World
1467,0,World
1468,0,World
1469,0,World
1470,0,World
1471,0,World
1472,0,World
1473,0,World
1474,0,World
1475,2,Business
1476,2,Business
1477,2,Business
1478,2,Business
1479,1,Sports
1480,1,Sports
1481,3,Sci/Tech
1482,0,World
1483,2,Business
1484,2,Business
1485,2,Business
1486,2,Business
1487,2,Business
1488,2,Business
1489,2,Business
1490,2,Business
1491,2,Business
1492,2,Business
1493,2,Business
1494,3,Sci/Tech
1495,3,Sci/Tech
1496,3,Sci/Tech
1497,3,Sci/Tech
1498,3,Sci/Tech
1499,3,Sci/Tech
1500,3,Sci/Tech
